Päivämäärä	Viim.	Avoin	Korkea	Matala	Vol.	Muut.%
18.01.2023	11.228,10	11.198,53	11.271,75	11.157,02	44,35M	+0.53%
17.01.2023	11.169,34	11.236,71	11.236,71	11.156,17	44,57M	-0.88%
16.01.2023	11.268,29	11.288,87	11.312,66	11.249,75	30,11M	+0.13%
13.01.2023	11.253,31	11.269,63	11.299,37	11.229,25	42,02M	-0.30%
12.01.2023	11.287,38	11.251,23	11.306,43	11.211,12	60,15M	+0.75%
11.01.2023	11.203,37	11.194,21	11.235,11	11.174,21	48,40M	+0.08%
10.01.2023	11.194,41	11.251,82	11.253,42	11.194,41	39,70M	-1.08%
09.01.2023	11.316,44	11.186,85	11.333,47	11.186,85	52,13M	+1.82%
05.01.2023	11.114,31	11.027,12	11.121,31	11.002,92	53,95M	+0.60%
04.01.2023	11.048,32	11.007,69	11.080,52	10.997,22	47,80M	+0.48%
03.01.2023	10.995,60	11.009,40	11.113,86	10.995,60	38,44M	-0.13%
02.01.2023	11.009,70	10.904,62	11.014,06	10.897,96	28,99M	+1.87%
30.12.2022	10.807,78	10.904,56	10.921,86	10.807,78	42,67M	-1.14%
29.12.2022	10.932,78	10.822,41	10.936,99	10.812,41	34,82M	+0.66%
28.12.2022	10.861,37	10.928,10	10.945,33	10.858,14	33,94M	-0.51%
27.12.2022	10.917,01	10.995,47	11.013,34	10.899,50	28,94M	+0.04%
23.12.2022	10.912,68	10.904,05	10.957,82	10.890,74	30,21M	+0.15%
22.12.2022	10.896,53	10.976,61	11.036,34	10.870,99	36,72M	-0.43%
21.12.2022	10.943,89	10.902,87	10.991,51	10.860,13	43,46M	+0.69%
20.12.2022	10.868,72	10.713,55	10.893,01	10.698,86	43,37M	+0.55%
19.12.2022	10.809,36	10.745,67	10.857,17	10.745,67	40,31M	+0.77%
16.12.2022	10.726,78	10.859,72	10.903,35	10.693,45	105,37M	-1.31%
15.12.2022	10.869,23	11.023,86	11.030,60	10.856,93	56,64M	-2.08%
14.12.2022	11.099,96	11.115,21	11.122,13	11.027,10	51,33M	+0.01%
13.12.2022	11.099,09	11.052,73	11.224,59	11.047,99	58,59M	+0.71%
12.12.2022	11.020,89	11.080,89	11.082,71	10.982,18	42,85M	-0.98%
09.12.2022	11.130,32	11.037,49	11.151,27	11.036,33	41,83M	+1.23%
08.12.2022	10.995,50	11.053,19	11.068,35	10.990,67	36,50M	-0.39%
07.12.2022	11.038,10	11.148,78	11.178,93	11.038,10	49,68M	-1.74%
05.12.2022	11.233,43	11.229,21	11.302,30	11.206,84	36,09M	-0.09%
02.12.2022	11.243,33	11.196,45	11.334,01	11.164,99	43,38M	+0.43%
01.12.2022	11.194,89	11.151,26	11.272,45	11.126,17	55,58M	+1.13%
30.11.2022	11.069,81	10.990,80	11.094,27	10.990,80	81,02M	+0.84%
29.11.2022	10.977,36	10.930,08	11.010,92	10.903,31	35,36M	+0.64%
28.11.2022	10.907,26	10.985,89	11.002,45	10.893,92	35,10M	-1.24%
25.11.2022	11.044,22	11.045,44	11.067,60	10.996,47	26,52M	+0.15%
24.11.2022	11.027,94	11.001,15	11.062,82	10.996,35	29,61M	+0.37%
23.11.2022	10.986,76	10.947,58	10.991,18	10.924,26	32,64M	+0.63%
22.11.2022	10.918,48	10.871,36	10.933,47	10.846,51	33,61M	+0.60%
21.11.2022	10.853,25	10.877,20	10.889,98	10.801,09	31,09M	-0.43%
18.11.2022	10.899,68	10.839,68	10.904,66	10.823,47	41,07M	+0.96%
17.11.2022	10.796,34	10.872,17	10.940,42	10.732,18	35,48M	-1.07%
16.11.2022	10.913,52	10.993,35	11.020,55	10.870,32	31,63M	-0.62%
15.11.2022	10.981,57	11.019,28	11.033,23	10.929,87	42,42M	+0.01%
14.11.2022	10.980,13	10.995,04	11.058,88	10.936,04	41,27M	+0.17%
11.11.2022	10.960,95	11.015,09	11.021,25	10.925,93	61,54M	+0.33%
10.11.2022	10.924,46	10.726,77	10.964,04	10.725,16	56,28M	+1.19%
09.11.2022	10.795,74	10.798,86	10.834,33	10.747,86	39,86M	-0.09%
08.11.2022	10.805,38	10.715,37	10.819,13	10.707,99	44,36M	+0.77%
07.11.2022	10.722,43	10.568,65	10.723,59	10.568,65	45,67M	+1.03%
04.11.2022	10.613,41	10.414,73	10.672,98	10.414,73	54,30M	+2.47%
03.11.2022	10.357,51	10.339,00	10.393,73	10.326,59	55,76M	-0.43%
02.11.2022	10.402,30	10.404,87	10.484,99	10.388,91	45,55M	-0.46%
01.11.2022	10.450,26	10.454,13	10.584,81	10.450,26	44,79M	+0.52%
31.10.2022	10.396,02	10.343,75	10.410,61	10.314,46	45,92M	+0.29%
28.10.2022	10.366,42	10.382,49	10.386,47	10.294,30	49,76M	-1.14%
27.10.2022	10.485,87	10.469,87	10.534,86	10.366,10	49,33M	-0.77%
26.10.2022	10.567,62	10.455,96	10.569,56	10.455,96	47,45M	+0.89%
25.10.2022	10.473,98	10.395,93	10.485,64	10.327,33	54,10M	+1.12%
24.10.2022	10.357,55	10.293,38	10.411,09	10.206,51	45,90M	+1.03%
21.10.2022	10.252,39	10.186,37	10.290,66	10.106,28	67,60M	-0.06%
20.10.2022	10.258,09	10.315,05	10.363,22	10.179,84	76,27M	-0.86%
19.10.2022	10.347,37	10.469,04	10.469,55	10.302,31	41,94M	-0.52%
18.10.2022	10.401,48	10.420,39	10.502,79	10.389,10	46,46M	+0.81%
17.10.2022	10.317,49	10.145,12	10.362,57	10.129,72	40,88M	+1.96%
14.10.2022	10.119,53	10.188,25	10.235,96	10.063,67	47,97M	+1.01%
13.10.2022	10.018,25	9.886,96	10.020,73	9.782,16	54,09M	+0.97%
12.10.2022	9.922,03	9.956,21	10.003,56	9.894,50	43,90M	-0.18%
11.10.2022	9.940,18	9.875,03	9.958,72	9.827,84	37,69M	+0.01%
10.10.2022	9.939,67	9.899,33	10.041,33	9.873,11	32,90M	-0.30%
07.10.2022	9.969,16	10.138,98	10.182,97	9.946,88	34,08M	-1.97%
06.10.2022	10.169,15	10.248,31	10.288,20	10.142,73	32,67M	-0.47%
05.10.2022	10.216,67	10.335,07	10.340,53	10.171,59	46,96M	-1.27%
04.10.2022	10.348,13	10.181,51	10.348,13	10.165,16	48,67M	+2.79%
03.10.2022	10.066,93	9.857,39	10.112,72	9.785,00	50,37M	+1.33%
30.09.2022	9.934,81	9.796,29	9.940,00	9.796,29	57,53M	+1.82%
29.09.2022	9.756,93	9.907,85	9.915,83	9.683,82	52,63M	-2.18%
28.09.2022	9.974,04	9.886,55	9.974,04	9.705,62	60,68M	+0.32%
27.09.2022	9.942,32	9.967,80	10.044,29	9.931,47	49,16M	+0.29%
26.09.2022	9.914,03	9.899,36	9.989,84	9.829,76	45,12M	-0.54%
23.09.2022	9.967,99	10.182,52	10.182,52	9.871,66	54,51M	-1.96%
22.09.2022	10.167,55	10.175,47	10.297,93	10.146,81	50,87M	-1.14%
21.09.2022	10.285,05	10.114,08	10.309,92	10.109,35	52,28M	+1.20%
20.09.2022	10.162,66	10.321,69	10.371,18	10.135,89	56,65M	-1.15%
19.09.2022	10.281,12	10.341,74	10.341,74	10.151,74	55,48M	-0.80%
16.09.2022	10.364,55	10.415,84	10.447,45	10.358,79	417,27M	-1.24%
15.09.2022	10.494,53	10.537,02	10.569,87	10.467,40	50,60M	+0.05%
14.09.2022	10.489,05	10.553,56	10.622,97	10.446,90	50,90M	-1.13%
13.09.2022	10.609,01	10.852,82	10.861,91	10.609,01	56,83M	-1.70%
12.09.2022	10.792,82	10.664,61	10.830,01	10.651,03	45,20M	+1.43%
09.09.2022	10.640,86	10.518,93	10.666,78	10.518,93	37,64M	+1.59%
08.09.2022	10.473,98	10.497,03	10.550,22	10.390,11	39,15M	+0.19%
07.09.2022	10.454,04	10.354,26	10.469,50	10.333,87	39,94M	+0.33%
06.09.2022	10.419,43	10.417,08	10.541,80	10.358,11	35,99M	-0.01%
05.09.2022	10.419,99	10.426,71	10.483,38	10.371,02	45,77M	-1.68%
02.09.2022	10.598,49	10.479,11	10.608,30	10.438,65	41,10M	+1.80%
01.09.2022	10.411,51	10.606,00	10.625,81	10.411,51	57,19M	-2.50%
31.08.2022	10.678,87	10.723,25	10.754,45	10.597,03	65,29M	-0.09%
30.08.2022	10.688,15	10.703,78	10.841,66	10.667,43	34,52M	-0.02%
29.08.2022	10.689,79	10.699,02	10.719,20	10.548,22	40,34M	-0.91%
26.08.2022	10.787,72	10.948,03	10.976,92	10.787,72	41,72M	-1.25%
25.08.2022	10.924,70	10.912,74	10.947,52	10.859,14	31,48M	+0.45%
24.08.2022	10.875,45	10.833,03	10.891,54	10.791,03	32,60M	+0.01%
23.08.2022	10.874,74	10.788,30	10.889,12	10.787,11	33,14M	+0.45%
22.08.2022	10.825,82	10.919,48	10.952,67	10.773,54	35,18M	-1.24%
19.08.2022	10.962,13	11.009,49	11.057,50	10.962,13	36,29M	-0.75%
18.08.2022	11.044,76	10.972,21	11.059,78	10.954,66	33,01M	+0.57%
17.08.2022	10.981,68	11.169,53	11.187,75	10.974,51	37,73M	-1.71%
16.08.2022	11.172,65	11.075,67	11.181,91	11.075,67	32,27M	+1.15%
15.08.2022	11.045,57	11.114,42	11.128,69	11.018,18	31,10M	-0.35%
12.08.2022	11.084,53	11.094,61	11.134,62	11.084,53	33,74M	-0.02%
11.08.2022	11.086,93	11.086,67	11.129,48	11.071,18	31,01M	+0.42%
10.08.2022	11.041,04	10.862,98	11.059,17	10.837,28	34,04M	+1.34%
09.08.2022	10.895,24	10.953,18	10.978,67	10.876,43	33,69M	-0.57%
08.08.2022	10.957,65	10.971,01	10.997,35	10.922,62	31,77M	+0.62%
05.08.2022	10.890,63	10.970,02	10.992,55	10.867,48	36,11M	-0.58%
04.08.2022	10.954,08	10.909,90	10.985,98	10.909,90	40,88M	+0.67%
03.08.2022	10.881,60	10.807,29	10.925,05	10.804,80	35,85M	+0.68%
02.08.2022	10.808,09	10.912,08	10.919,12	10.796,41	34,22M	-1.40%
01.08.2022	10.961,84	10.964,33	11.062,07	10.944,12	37,16M	-0.12%
29.07.2022	10.974,88	10.835,46	10.998,21	10.831,54	52,19M	+1.47%
28.07.2022	10.815,60	10.631,99	10.815,60	10.631,99	43,68M	+2.43%
27.07.2022	10.558,87	10.606,55	10.627,00	10.548,83	43,67M	-0.24%
26.07.2022	10.584,33	10.646,75	10.676,14	10.554,80	43,36M	-0.52%
25.07.2022	10.640,06	10.604,57	10.663,38	10.540,58	48,01M	+0.09%
22.07.2022	10.630,80	10.699,21	10.740,32	10.586,95	61,97M	-0.98%
21.07.2022	10.735,54	10.618,61	10.770,68	10.600,89	68,53M	+1.28%
20.07.2022	10.599,93	10.631,85	10.683,09	10.569,97	50,09M	+0.37%
19.07.2022	10.560,90	10.380,86	10.594,29	10.372,17	47,35M	+1.15%
18.07.2022	10.440,55	10.416,73	10.481,17	10.373,72	39,96M	+1.22%
15.07.2022	10.314,86	10.198,79	10.323,30	10.157,20	43,47M	+1.51%
14.07.2022	10.161,55	10.252,57	10.284,45	10.096,58	44,69M	-1.36%
13.07.2022	10.301,60	10.395,22	10.405,00	10.233,52	42,44M	-1.18%
12.07.2022	10.424,31	10.305,71	10.424,31	10.238,06	38,54M	+0.68%
11.07.2022	10.353,98	10.362,01	10.409,85	10.315,10	35,76M	-1.40%
08.07.2022	10.500,70	10.406,75	10.505,38	10.367,88	37,26M	+0.71%
07.07.2022	10.426,79	10.296,69	10.432,38	10.277,41	44,78M	+2.34%
06.07.2022	10.187,99	10.209,34	10.279,87	10.186,24	45,23M	+0.68%
05.07.2022	10.119,68	10.386,37	10.432,93	10.108,98	46,69M	-1.84%
04.07.2022	10.309,09	10.400,23	10.461,88	10.309,09	27,11M	-0.01%
01.07.2022	10.310,00	10.165,13	10.375,23	10.140,62	40,48M	+0.90%
30.06.2022	10.217,79	10.300,36	10.302,12	10.156,27	59,86M	-2.14%
29.06.2022	10.440,86	10.501,74	10.548,07	10.440,79	42,47M	-1.41%
28.06.2022	10.590,46	10.581,79	10.657,82	10.572,74	37,06M	+0.54%
27.06.2022	10.533,62	10.358,42	10.552,66	10.358,42	48,61M	+3.10%
23.06.2022	10.216,42	10.479,31	10.484,52	10.170,44	41,90M	-2.85%
22.06.2022	10.516,04	10.483,81	10.566,63	10.395,74	44,20M	-1.12%
21.06.2022	10.635,27	10.604,87	10.745,19	10.604,87	39,39M	+0.63%
20.06.2022	10.569,15	10.404,72	10.569,15	10.355,58	32,62M	+1.97%
17.06.2022	10.364,85	10.319,58	10.499,01	10.260,95	88,16M	+0.68%
16.06.2022	10.294,42	10.579,79	10.594,51	10.223,27	53,29M	-3.03%
15.06.2022	10.616,60	10.562,91	10.697,51	10.541,40	49,98M	+1.03%
14.06.2022	10.508,52	10.582,82	10.649,87	10.417,90	56,85M	+0.16%
13.06.2022	10.492,21	10.658,46	10.685,38	10.465,57	60,49M	-2.64%
10.06.2022	10.776,51	10.993,98	10.993,98	10.751,81	53,24M	-2.41%
09.06.2022	11.043,09	11.106,78	11.141,75	10.995,34	40,25M	-1.02%
08.06.2022	11.157,39	11.170,93	11.174,55	11.095,61	33,15M	+0.11%
07.06.2022	11.145,03	11.116,40	11.155,45	11.059,79	35,75M	-0.47%
06.06.2022	11.197,18	11.119,82	11.229,07	11.074,53	29,03M	+1.17%
03.06.2022	11.067,25	11.111,15	11.130,69	11.064,78	29,45M	+0.28%
02.06.2022	11.036,51	11.007,32	11.052,68	10.933,22	30,14M	+0.68%
01.06.2022	10.961,60	11.106,31	11.106,31	10.955,56	39,20M	-0.72%
31.05.2022	11.041,58	11.217,68	11.226,61	11.041,58	84,10M	-1.88%
30.05.2022	11.252,99	11.283,71	11.361,11	11.213,42	36,84M	+0.21%
27.05.2022	11.229,08	11.123,73	11.230,92	11.074,37	46,87M	+1.71%
25.05.2022	11.040,64	10.977,07	11.042,78	10.883,79	40,73M	+1.29%
24.05.2022	10.899,66	10.878,21	10.984,84	10.868,50	37,65M	-0.57%
23.05.2022	10.961,64	10.940,00	10.970,57	10.838,77	39,94M	+1.25%
20.05.2022	10.825,90	10.846,42	10.999,02	10.798,12	44,20M	+0.65%
19.05.2022	10.756,51	10.727,62	10.766,74	10.602,63	45,98M	-1.42%
18.05.2022	10.911,10	11.080,89	11.111,07	10.895,76	37,18M	-1.09%
17.05.2022	11.031,28	10.963,62	11.112,71	10.958,48	42,33M	+1.33%
16.05.2022	10.886,17	10.814,24	10.940,37	10.782,82	38,97M	+0.23%
13.05.2022	10.861,34	10.699,45	10.888,46	10.699,45	45,76M	+2.25%
12.05.2022	10.622,06	10.477,14	10.639,18	10.449,50	62,75M	-0.17%
11.05.2022	10.640,12	10.506,38	10.646,18	10.476,12	49,51M	+2.01%
10.05.2022	10.430,64	10.433,57	10.571,32	10.420,52	46,19M	+0.57%
09.05.2022	10.371,42	10.678,05	10.726,49	10.371,42	60,03M	-3.77%
06.05.2022	10.777,87	10.843,33	10.877,87	10.692,74	59,88M	-1.04%
05.05.2022	10.891,29	11.163,41	11.180,82	10.886,67	53,85M	-1.25%
04.05.2022	11.029,19	11.164,54	11.164,54	11.019,46	42,12M	-0.91%
03.05.2022	11.130,99	11.094,61	11.134,07	11.053,10	57,31M	+1.22%
02.05.2022	10.997,10	11.074,55	11.109,62	10.402,02	54,85M	-1.31%
29.04.2022	11.142,75	11.195,72	11.212,84	11.107,66	88,42M	+0.02%
28.04.2022	11.140,48	11.297,34	11.342,38	11.034,46	76,79M	-0.75%
27.04.2022	11.224,49	11.077,41	11.237,71	10.987,71	59,39M	+1.28%
26.04.2022	11.082,73	11.178,53	11.302,31	11.080,56	58,00M	+0.09%
25.04.2022	11.072,31	11.146,17	11.210,81	11.012,32	52,10M	-2.30%
22.04.2022	11.333,26	11.375,47	11.461,45	11.326,18	50,80M	-1.54%
21.04.2022	11.510,32	11.470,41	11.568,89	11.452,18	54,73M	+1.07%
20.04.2022	11.388,66	11.309,93	11.465,90	11.303,32	49,19M	+0.96%
19.04.2022	11.280,85	11.249,08	11.298,20	11.194,34	42,58M	+0.36%
14.04.2022	11.240,15	11.187,85	11.263,66	11.139,79	40,62M	+0.59%
13.04.2022	11.173,72	11.183,70	11.222,25	11.143,15	37,84M	-0.15%
12.04.2022	11.190,20	11.086,65	11.224,75	11.044,52	53,46M	+0.27%
11.04.2022	11.159,81	11.302,40	11.322,57	11.155,45	46,46M	-1.50%
08.04.2022	11.330,12	11.237,56	11.341,65	11.170,51	53,02M	+1.82%
07.04.2022	11.127,21	11.178,94	11.281,36	11.125,77	59,84M	-0.46%
06.04.2022	11.178,53	11.343,43	11.354,92	11.077,52	74,43M	-1.21%
05.04.2022	11.315,49	11.321,25	11.360,16	11.262,39	55,51M	0.00%
04.04.2022	11.315,11	11.350,43	11.350,43	11.211,39	42,19M	+0.12%
01.04.2022	11.301,00	11.213,38	11.350,91	11.204,97	48,54M	+0.94%
31.03.2022	11.195,52	11.322,73	11.334,88	11.185,23	63,42M	-0.82%
30.03.2022	11.288,22	11.379,04	11.379,04	11.200,32	55,16M	-0.78%
29.03.2022	11.376,86	11.145,39	11.413,89	11.145,39	76,53M	+2.65%
28.03.2022	11.083,54	11.056,97	11.161,26	11.056,97	53,45M	+0.91%
25.03.2022	10.983,73	11.022,35	11.069,44	10.983,73	51,82M	-1.32%
24.03.2022	11.130,67	11.246,68	11.260,93	11.081,31	55,20M	-1.00%
23.03.2022	11.243,35	11.492,26	11.492,26	11.222,76	58,50M	-1.49%
22.03.2022	11.413,50	11.406,76	11.434,71	11.369,03	64,57M	+0.24%
21.03.2022	11.386,08	11.368,20	11.389,27	11.312,67	54,94M	+0.28%
18.03.2022	11.353,79	11.361,06	11.373,51	11.184,53	92,02M	+0.08%
17.03.2022	11.345,10	11.499,80	11.554,55	11.227,33	62,81M	-0.24%
16.03.2022	11.371,98	11.283,28	11.402,72	11.232,25	91,36M	+3.29%
15.03.2022	11.009,56	11.092,80	11.119,51	10.926,95	64,39M	-1.54%
14.03.2022	11.182,18	10.920,36	11.240,89	10.920,36	86,82M	+3.73%
11.03.2022	10.780,58	10.609,00	10.913,85	10.609,00	77,58M	+2.04%
10.03.2022	10.565,12	10.606,17	10.684,10	10.453,89	73,19M	+0.28%
09.03.2022	10.535,16	10.376,62	10.662,94	10.345,05	100,40M	+4.18%
08.03.2022	10.112,18	9.795,21	10.280,62	9.795,21	93,64M	+1.07%
07.03.2022	10.005,32	9.813,90	10.148,96	9.549,52	124,48M	-1.04%
04.03.2022	10.110,85	10.428,77	10.446,37	10.092,28	107,10M	-4.26%
03.03.2022	10.561,10	10.891,52	11.032,45	10.527,86	87,43M	-2.72%
02.03.2022	10.856,88	10.598,59	10.909,72	10.506,83	110,10M	+1.23%
01.03.2022	10.725,12	11.201,78	11.211,24	10.725,12	90,95M	-4.71%
28.02.2022	11.254,78	11.105,02	11.259,88	10.973,00	127,03M	-0.87%
25.02.2022	11.353,75	11.061,44	11.412,93	11.023,98	84,02M	+3.64%
24.02.2022	10.955,29	11.007,50	11.139,67	10.742,90	112,78M	-3.81%
23.02.2022	11.389,04	11.470,33	11.594,81	11.384,20	49,03M	-0.66%
22.02.2022	11.464,66	11.249,57	11.563,99	11.222,29	66,48M	-1.00%
21.02.2022	11.580,60	11.769,46	11.779,25	11.453,39	46,88M	-1.25%
18.02.2022	11.727,47	11.811,56	11.876,50	11.707,71	49,98M	-0.72%
17.02.2022	11.812,64	12.018,25	12.019,63	11.789,50	54,50M	-1.68%
16.02.2022	12.014,18	12.029,80	12.079,73	11.973,23	52,03M	+0.36%
15.02.2022	11.971,04	11.795,67	12.002,42	11.795,67	51,16M	+1.19%
14.02.2022	11.829,69	11.889,24	11.889,24	11.692,81	75,37M	-2.53%
11.02.2022	12.136,39	12.098,79	12.192,28	12.067,77	45,29M	-0.58%
10.02.2022	12.207,29	12.388,39	12.412,77	12.134,52	55,69M	-0.85%
09.02.2022	12.312,16	12.282,71	12.343,68	12.244,54	54,01M	+0.99%
08.02.2022	12.191,80	12.184,94	12.279,79	12.152,36	55,83M	-0.19%
07.02.2022	12.215,05	12.107,50	12.215,15	12.058,01	48,69M	+1.50%
04.02.2022	12.034,06	12.262,06	12.279,11	11.985,66	59,94M	-1.21%
03.02.2022	12.181,75	12.347,30	12.347,30	12.175,34	59,24M	-1.67%
02.02.2022	12.388,38	12.482,18	12.501,46	12.383,21	51,75M	+0.07%
01.02.2022	12.380,18	12.339,63	12.412,72	12.314,64	48,29M	+1.30%
31.01.2022	12.220,92	12.163,16	12.255,91	12.136,71	61,67M	+1.64%
28.01.2022	12.024,06	12.130,61	12.140,40	11.892,93	68,13M	-0.35%
27.01.2022	12.066,56	11.953,55	12.133,90	11.920,01	58,35M	-0.34%
26.01.2022	12.107,68	11.982,64	12.196,13	11.970,95	56,46M	+1.77%
25.01.2022	11.896,61	11.867,17	11.998,92	11.834,85	66,35M	+1.38%
24.01.2022	11.735,14	12.213,49	12.213,49	11.647,69	98,22M	-4.60%
21.01.2022	12.300,90	12.505,77	12.506,72	12.210,53	77,43M	-3.11%
20.01.2022	12.695,76	12.680,77	12.714,04	12.563,82	44,61M	+0.57%
19.01.2022	12.623,67	12.594,90	12.763,76	12.563,50	48,54M	-0.49%
18.01.2022	12.685,69	12.740,22	12.740,22	12.666,49	44,79M	-0.80%
17.01.2022	12.787,50	12.804,21	12.822,04	12.738,55	36,59M	+0.35%
14.01.2022	12.742,65	12.807,41	12.815,38	12.718,76	51,66M	-1.21%
13.01.2022	12.899,10	12.859,38	12.946,90	12.852,85	54,27M	-0.01%
12.01.2022	12.899,98	12.913,28	12.940,90	12.811,64	67,57M	+0.70%
11.01.2022	12.810,92	12.835,96	12.882,71	12.774,89	57,54M	+0.67%
10.01.2022	12.725,49	12.990,74	12.990,74	12.686,50	58,62M	-1.57%
07.01.2022	12.927,85	13.067,03	13.073,51	12.870,74	65,59M	-1.55%
05.01.2022	13.131,52	13.084,62	13.159,75	13.084,62	49,49M	+0.51%
04.01.2022	13.065,35	12.990,05	13.111,92	12.990,05	53,57M	+1.02%
03.01.2022	12.933,65	12.897,14	12.994,55	12.891,19		+0.55%
30.12.2021	12.862,42	12.880,43	12.902,94	12.862,42	41,84M	-0.19%
29.12.2021	12.887,10	12.909,56	12.963,18	12.846,11	40,58M	-0.32%
28.12.2021	12.928,22	12.893,19	12.979,31	12.893,19	37,06M	+0.38%
27.12.2021	12.879,50	12.747,34	12.912,63	12.747,34	40,19M	+0.91%
23.12.2021	12.763,72	12.688,67	12.765,79	12.683,18	43,17M	+1.10%
22.12.2021	12.625,11	12.571,52	12.625,11	12.532,85	39,11M	+0.76%
21.12.2021	12.529,88	12.504,20	12.566,55	12.481,93	38,55M	+1.30%
20.12.2021	12.368,55	12.298,52	12.415,66	12.227,97	45,04M	-1.39%
17.12.2021	12.543,50	12.570,06	12.575,13	12.432,40	77,70M	-0.69%
16.12.2021	12.630,90	12.658,94	12.698,33	12.600,10	61,80M	+1.29%
15.12.2021	12.470,44	12.404,87	12.484,01	12.404,87	48,47M	+0.53%
14.12.2021	12.404,57	12.570,56	12.611,80	12.399,36	44,57M	-0.92%
13.12.2021	12.519,56	12.604,46	12.657,15	12.519,56	47,48M	-0.47%
10.12.2021	12.579,06	12.571,04	12.633,08	12.533,44	40,20M	-0.44%
09.12.2021	12.634,22	12.700,35	12.708,97	12.564,54	54,40M	-0.64%
08.12.2021	12.715,59	12.687,73	12.805,17	12.687,73	56,81M	-0.03%
07.12.2021	12.719,47	12.468,45	12.722,45	12.468,45	74,61M	+3.65%
03.12.2021	12.271,96	12.478,60	12.491,12	12.250,43	53,17M	-1.07%
02.12.2021	12.404,20	12.382,74	12.454,37	12.292,55	51,79M	-0.99%
01.12.2021	12.527,67	12.368,15	12.551,77	12.368,15	56,34M	+2.14%
30.11.2021	12.265,79	12.244,11	12.362,49	12.157,15	108,13M	-1.09%
29.11.2021	12.400,97	12.319,55	12.474,36	12.319,55	59,79M	+1.33%
26.11.2021	12.238,47	12.310,27	12.415,92	12.229,55	77,75M	-3.51%
25.11.2021	12.683,71	12.583,13	12.684,99	12.583,13	42,92M	+0.93%
24.11.2021	12.567,30	12.576,30	12.675,60	12.514,26	49,97M	-0.15%
23.11.2021	12.586,38	12.694,24	12.707,69	12.580,45	46,39M	-1.46%
22.11.2021	12.772,68	12.749,78	12.808,11	12.706,88	48,17M	+0.24%
19.11.2021	12.741,49	12.801,47	12.846,78	12.673,03	62,42M	-0.19%
18.11.2021	12.765,62	12.877,51	12.894,76	12.733,28	48,70M	-1.11%
17.11.2021	12.908,77	12.859,21	12.922,40	12.856,37	48,12M	+0.35%
16.11.2021	12.863,60	12.859,52	12.898,43	12.836,79	39,84M	+0.22%
15.11.2021	12.834,80	12.780,43	12.843,69	12.780,43	44,69M	+0.15%
12.11.2021	12.815,56	12.819,08	12.831,71	12.764,01	38,55M	-0.17%
11.11.2021	12.837,18	12.733,51	12.840,89	12.733,51	39,17M	+0.75%
10.11.2021	12.741,55	12.763,60	12.803,75	12.733,93	51,38M	-0.12%
09.11.2021	12.756,97	12.820,12	12.844,38	12.753,09	49,33M	-0.70%
08.11.2021	12.846,72	12.852,47	12.908,00	12.839,86	55,86M	+0.20%
05.11.2021	12.820,46	12.714,17	12.858,50	12.714,17	62,30M	+0.15%
04.11.2021	12.801,25	12.797,84	12.827,26	12.768,54	69,64M	+0.27%
03.11.2021	12.766,15	12.605,00	12.766,15	12.583,19	52,21M	+1.29%
02.11.2021	12.603,04	12.567,87	12.678,43	12.560,47	53,14M	+0.08%
01.11.2021	12.592,73	12.612,20	12.656,06	12.581,05	67,32M	+0.17%
29.10.2021	12.571,60	12.633,96	12.652,32	12.534,89	69,67M	-0.92%
28.10.2021	12.688,75	12.813,53	12.813,53	12.653,83	76,59M	-1.04%
27.10.2021	12.821,47	12.927,69	12.933,56	12.775,89	61,09M	-0.40%
26.10.2021	12.873,43	12.780,43	12.889,60	12.757,12	69,89M	+0.18%
25.10.2021	12.850,92	12.884,60	12.894,06	12.783,39	60,03M	-0.23%
22.10.2021	12.880,79	12.774,39	12.931,69	12.746,16	45,10M	+0.99%
21.10.2021	12.754,80	12.775,75	12.789,56	12.735,85	46,37M	-0.79%
20.10.2021	12.855,78	12.760,95	12.862,06	12.745,16	46,13M	+0.68%
19.10.2021	12.768,70	12.739,36	12.804,54	12.728,95	42,97M	+0.57%
18.10.2021	12.695,94	12.725,32	12.745,76	12.658,31	43,63M	-0.31%
15.10.2021	12.735,22	12.734,92	12.748,01	12.673,38	43,88M	+0.48%
14.10.2021	12.674,81	12.614,41	12.706,26	12.614,41	49,38M	+1.16%
13.10.2021	12.529,15	12.398,59	12.531,57	12.389,30	43,22M	+0.76%
12.10.2021	12.434,55	12.308,84	12.434,55	12.285,56	51,97M	+0.08%
11.10.2021	12.425,14	12.435,72	12.443,39	12.315,00	36,07M	-0.30%
08.10.2021	12.462,83	12.453,40	12.498,13	12.412,43	44,16M	+0.22%
07.10.2021	12.436,00	12.396,83	12.458,75	12.347,24	49,58M	+1.29%
06.10.2021	12.277,77	12.362,10	12.368,62	12.223,59	51,45M	-1.29%
05.10.2021	12.437,69	12.351,42	12.437,69	12.294,65	41,71M	+0.87%
04.10.2021	12.330,56	12.346,22	12.419,95	12.297,29	47,68M	-1.12%
01.10.2021	12.469,75	12.278,17	12.491,44	12.249,98	53,25M	+0.01%
30.09.2021	12.468,00	12.485,59	12.550,41	12.415,95	57,35M	+0.34%
29.09.2021	12.426,31	12.366,68	12.476,08	12.347,63	47,48M	+0.66%
28.09.2021	12.344,67	12.677,00	12.680,89	12.344,67	53,99M	-2.69%
27.09.2021	12.685,70	12.791,40	12.809,84	12.675,07	48,03M	-0.29%
