"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Suhteellisen kosteuden keskiarvo [%]","Keskituulen nopeus [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]"
"Helsinki Kumpula","2023","5","24","23:00","14.5","68","3.8","0","1015.1","15.1","14.2","5","230","6"
"Helsinki Kumpula","2023","5","25","00:00","13.9","76","4.1","0","1015","14.3","13.3","4.7","232","6.2"
"Helsinki Kumpula","2023","5","25","01:00","13.1","82","4.3","0","1014.8","13.3","12.9","4.5","233","5.9"
"Helsinki Kumpula","2023","5","25","02:00","13.1","80","4.4","0","1014.3","13.3","12.9","4.8","230","6.9"
"Helsinki Kumpula","2023","5","25","03:00","13.8","77","4.6","0","1013.7","14","13.3","5.3","224","7.1"
"Helsinki Kumpula","2023","5","25","04:00","14","80","4.2","0","1013.2","14.6","13.8","5","214","7.4"
"Helsinki Kumpula","2023","5","25","05:00","14.6","78","4.9","0","1012.9","14.7","14.5","5.4","227","7.7"
"Helsinki Kumpula","2023","5","25","06:00","14.8","78","3.6","0","1012.7","15.5","14.5","4.7","239","6.3"
"Helsinki Kumpula","2023","5","25","07:00","15.5","75","2.8","0","1012.7","15.7","15.4","4.3","257","6.1"
"Helsinki Kumpula","2023","5","25","08:00","15.5","82","2.2","0.1","1012.6","15.8","15.3","3.9","173","6.1"
"Helsinki Kumpula","2023","5","25","09:00","14.1","87","4.7","0","1012.7","15.3","13.5","5.7","215","8.4"
"Helsinki Kumpula","2023","5","25","10:00","14.9","83","4.1","0","1013.1","15.7","14","5.2","231","7.8"
"Helsinki Kumpula","2023","5","25","11:00","17.4","71","4.5","0","1012.9","18.5","15.8","6.3","215","9"
"Helsinki Kumpula","2023","5","25","12:00","18.1","66","6.1","0","1012.6","19","16.9","6.9","216","11.3"
"Helsinki Kumpula","2023","5","25","13:00","18","69","3.2","0","1012.7","18.7","17.4","7","250","9.4"
"Helsinki Kumpula","2023","5","25","14:00","18.9","59","4.9","0","1012.7","20","17.6","6.8","304","11.1"
"Helsinki Kumpula","2023","5","25","15:00","18.9","45","5.3","0","1013","19.2","18.6","7","319","9.7"
"Helsinki Kumpula","2023","5","25","16:00","18","39","5.6","0","1013.4","18.8","17.6","6.7","310","11.9"
"Helsinki Kumpula","2023","5","25","17:00","16.6","30","6.3","0","1013.8","17.6","15.5","7.3","308","12.6"
"Helsinki Kumpula","2023","5","25","18:00","14.8","30","5.8","0","1014.4","15.5","14","6.8","308","11.2"
"Helsinki Kumpula","2023","5","25","19:00","13.2","36","5.2","0","1014.9","14","12.3","6.3","311","11.1"
"Helsinki Kumpula","2023","5","25","20:00","11.7","41","4.2","0","1015.3","12.2","11.4","4.7","309","8.4"
"Helsinki Kumpula","2023","5","25","21:00","10.5","45","3.9","0","1015.5","11.4","10","4.1","304","6.6"
"Helsinki Kumpula","2023","5","25","22:00","9.6","51","3.9","0","1015.8","10","9.2","4.3","302","6.7"
"Helsinki Kumpula","2023","5","25","23:00","8.5","56","3.8","0","1015.9","9.3","7.8","4","301","6.1"
"Helsinki Kumpula","2023","5","26","00:00","7.4","63","4","0","1016","7.9","6.9","4.2","300","5.9"
"Helsinki Kumpula","2023","5","26","01:00","7.4","65","3.8","0","1016","7.9","7","4.1","293","5.4"
"Helsinki Kumpula","2023","5","26","02:00","7.8","65","3.4","0","1015.9","8","7.6","4","301","5.4"
"Helsinki Kumpula","2023","5","26","03:00","7.9","66","2.5","0","1015.7","8.2","7.7","3.5","305","5.2"
"Helsinki Kumpula","2023","5","26","04:00","8.5","67","2.7","0","1015.5","9","8.2","3.8","295","5.4"
"Helsinki Kumpula","2023","5","26","05:00","10.1","63","1.2","0","1015.3","11.5","9.1","1.5","283","2.4"
"Helsinki Kumpula","2023","5","26","06:00","11.1","59","1.2","0","1015.2","11.4","10.8","1.9","272","2.9"
"Helsinki Kumpula","2023","5","26","07:00","11.6","59","2.2","0","1015","12.2","10.9","3.8","169","6"
"Helsinki Kumpula","2023","5","26","08:00","10.9","57","3.8","0","1014.9","12.3","10","5.5","178","12.5"
"Helsinki Kumpula","2023","5","26","09:00","12.6","46","5.5","0","1014.3","13.5","12.2","6.7","149","9.2"
"Helsinki Kumpula","2023","5","26","10:00","13.3","48","5.7","0","1013.6","14.4","12.2","7.3","155","11.5"
"Helsinki Kumpula","2023","5","26","11:00","14.1","56","5.3","0","1013.1","15.1","13.6","7.4","173","10.3"
"Helsinki Kumpula","2023","5","26","12:00","10","85","4.7","2.6","1013.6","13.4","8.5","7.1","263","13"
"Helsinki Kumpula","2023","5","26","13:00","10.9","76","0.8","0","1014","12.2","10.1","2","173","2.6"
"Helsinki Kumpula","2023","5","26","14:00","12.4","74","5.1","0","1014.7","12.9","11.6","6","311","10.5"
"Helsinki Kumpula","2023","5","26","15:00","12.2","66","5.4","0","1015.7","12.8","11.9","7","327","10.8"
"Helsinki Kumpula","2023","5","26","16:00","12.2","60","6","0","1016.6","12.7","11.7","6.8","318","10.8"
"Helsinki Kumpula","2023","5","26","17:00","11.4","59","5.9","0","1017.4","12.1","10.3","8","320","12.7"
"Helsinki Kumpula","2023","5","26","18:00","9.7","67","4.5","0","1018.2","10.2","9.3","8.1","313","10"
"Helsinki Kumpula","2023","5","26","19:00","8.8","75","3.5","0","1018.8","9.3","8.3","4.5","316","8.2"
"Helsinki Kumpula","2023","5","26","20:00","7.5","83","2.9","0","1019.4","8.3","7","4.2","294","6.6"
"Helsinki Kumpula","2023","5","26","21:00","7.5","69","4.5","0","1020","7.9","7","4.8","298","7.6"
"Helsinki Kumpula","2023","5","26","22:00","6.6","68","4.2","0","1020.6","7.3","6.2","4.5","295","6.6"
"Helsinki Kumpula","2023","5","26","23:00","6.2","68","4.5","0","1021","6.5","5.9","4.9","299","7.9"
"Helsinki Kumpula","2023","5","27","00:00","5.9","70","4.4","0","1021.5","6.1","5.7","4.9","293","7.8"
"Helsinki Kumpula","2023","5","27","01:00","4.9","77","3.8","0","1021.8","5.6","4.7","4.1","278","5.7"
"Helsinki Kumpula","2023","5","27","02:00","4.8","76","4.3","0","1022","5","4.7","4.5","274","6.3"
"Helsinki Kumpula","2023","5","27","03:00","5","77","3.9","0","1022","5.8","4.7","4.4","281","6.7"
"Helsinki Kumpula","2023","5","27","04:00","6.8","72","3.9","0","1022.2","7.7","5.8","4.1","297","7.3"
"Helsinki Kumpula","2023","5","27","05:00","8.7","65","3.5","0","1022.6","9.6","7.8","3.9","314","6.9"
"Helsinki Kumpula","2023","5","27","06:00","10.4","55","4","0","1022.9","11.6","9.5","5.7","308","7.8"
"Helsinki Kumpula","2023","5","27","07:00","11.5","47","5.7","0","1023.3","11.9","11.1","7.3","297","10.8"
"Helsinki Kumpula","2023","5","27","08:00","12.2","41","5.7","0","1023.8","12.8","11.6","7.2","299","11"
"Helsinki Kumpula","2023","5","27","09:00","13","37","4.6","0","1023.9","14","12.3","5.6","306","9.1"
"Helsinki Kumpula","2023","5","27","10:00","13.4","37","4","0","1023.9","14.3","12.4","4.9","302","9.1"
"Helsinki Kumpula","2023","5","27","11:00","14.1","33","4.3","0","1023.9","15.2","12.8","6.4","310","9.8"
"Helsinki Kumpula","2023","5","27","12:00","14.4","31","3.5","0","1023.9","15.8","13.5","4.8","314","8.7"
"Helsinki Kumpula","2023","5","27","13:00","15.8","29","4.7","0","1023.7","16.3","14.8","6","288","9.7"
"Helsinki Kumpula","2023","5","27","14:00","16.1","26","3.9","0","1023.5","16.6","15.5","5.2","311","8.9"
"Helsinki Kumpula","2023","5","27","15:00","15.4","29","3.8","0","1023.4","16.1","14.5","5.3","302","8.9"
"Helsinki Kumpula","2023","5","27","16:00","14.9","33","2.4","0","1023.2","15.4","14.4","3.3","268","5"
"Helsinki Kumpula","2023","5","27","17:00","14.9","37","3.5","0","1022.9","15.6","14.3","4.5","242","6.8"
"Helsinki Kumpula","2023","5","27","18:00","13","47","3.6","0","1022.8","14.3","11.9","4.1","247","6.2"
"Helsinki Kumpula","2023","5","27","19:00","11.6","63","4.1","0","1022.8","11.9","11.4","4.6","232","5.9"
"Helsinki Kumpula","2023","5","27","20:00","10.7","67","3.9","0","1022.9","11.5","10.1","4.3","233","5.8"
"Helsinki Kumpula","2023","5","27","21:00","9.9","65","4.3","0","1023","10.2","9.5","4.7","242","6.6"
"Helsinki Kumpula","2023","5","27","22:00","9.1","60","4.3","0","1022.9","9.6","8.6","4.8","250","7"
"Helsinki Kumpula","2023","5","27","23:00","8.3","55","3.8","0","1022.6","8.7","7.9","4.4","240","6.4"
"Helsinki Kumpula","2023","5","28","00:00","7.7","61","3.5","0","1022.1","8.1","7.4","3.8","208","5.5"
"Helsinki Kumpula","2023","5","28","01:00","7.9","78","3.3","0","1021.6","8.2","7.7","4.2","186","6.9"
"Helsinki Kumpula","2023","5","28","02:00","8.4","71","4.1","0","1021.2","9","8","4.6","187","7.1"
"Helsinki Kumpula","2023","5","28","03:00","9.5","67","4.7","0","1020.7","9.7","8.8","5.6","185","9.3"
"Helsinki Kumpula","2023","5","28","04:00","9.9","66","6.2","0","1020.1","10.3","9.7","6.8","193","12.8"
"Helsinki Kumpula","2023","5","28","05:00","10.8","64","6.9","0","1019.8","11.3","10.2","7.6","193","13.4"
"Helsinki Kumpula","2023","5","28","06:00","11.8","58","7.2","0","1019.5","12.4","11.3","8.4","192","13.7"
"Helsinki Kumpula","2023","5","28","07:00","12.8","54","7.9","0","1019","13.5","12.1","9.1","187","14.5"
"Helsinki Kumpula","2023","5","28","08:00","14.1","51","7.3","0","1018.4","14.9","13.1","9","192","15.3"
"Helsinki Kumpula","2023","5","28","09:00","15.3","49","6.8","0","1017.8","15.8","14.6","8.8","203","13.9"
"Helsinki Kumpula","2023","5","28","10:00","15.8","49","8.1","0","1017.2","16.5","15.3","9.8","215","14.1"
"Helsinki Kumpula","2023","5","28","11:00","16.3","49","8","0","1016.8","17.1","15.5","9.8","223","15.1"
"Helsinki Kumpula","2023","5","28","12:00","15.5","50","8.2","0","1016.3","16.9","14.7","9.6","224","14"
"Helsinki Kumpula","2023","5","28","13:00","15.2","53","7.2","0","1015.9","16.2","14.6","8.9","225","14"
"Helsinki Kumpula","2023","5","28","14:00","16.3","51","8.3","0","1015.4","16.8","15.8","9.6","228","13.5"
"Helsinki Kumpula","2023","5","28","15:00","15.7","52","7.5","0","1015.3","16.5","14.8","8.3","236","13.6"
"Helsinki Kumpula","2023","5","28","16:00","14.4","55","6.2","0","1015.1","15.3","13.6","7.8","239","12.9"
"Helsinki Kumpula","2023","5","28","17:00","13.2","64","5.6","0","1015","13.7","12.8","6.2","230","10"
"Helsinki Kumpula","2023","5","28","18:00","12.4","74","4.6","0","1014.8","12.8","11.8","5.3","230","8.1"
"Helsinki Kumpula","2023","5","28","19:00","11.6","80","3.9","0","1014.8","11.9","11.1","4.5","242","6.5"
"Helsinki Kumpula","2023","5","28","20:00","10.5","87","4","0","1014.7","11.1","9.8","4.5","236","6.4"
"Helsinki Kumpula","2023","5","28","21:00","9.8","93","3.6","0","1014.7","9.9","9.7","4.5","240","7.1"
"Helsinki Kumpula","2023","5","28","22:00","9.9","93","3.4","0","1014.7","10","9.8","3.9","260","6.2"
"Helsinki Kumpula","2023","5","28","23:00","9.4","95","3.2","0","1014.7","9.7","9","3.9","259","5.8"
"Helsinki Kumpula","2023","5","29","00:00","9.4","96","3.3","0","1014.9","9.6","9.2","3.7","276","5.6"
"Helsinki Kumpula","2023","5","29","01:00","8.7","97","3.3","0","1015.1","9.2","8.2","3.6","308","6.9"
"Helsinki Kumpula","2023","5","29","02:00","7.8","97","3.2","0","1015.5","8.2","7.7","3.5","315","5.5"
"Helsinki Kumpula","2023","5","29","03:00","8.3","88","2.9","0","1015.8","8.8","7.8","3.2","318","5.6"
"Helsinki Kumpula","2023","5","29","04:00","9","78","2.8","0","1016.3","9.6","8.5","3.5","320","5.4"
"Helsinki Kumpula","2023","5","29","05:00","10.3","66","3","0","1016.5","10.9","9.5","3.9","323","5.7"
"Helsinki Kumpula","2023","5","29","06:00","11.3","59","2.4","0","1016.7","12.2","10.9","3.2","310","5"
"Helsinki Kumpula","2023","5","29","07:00","12.7","52","3.3","0","1016.7","13.9","11.3","5","277","7.8"
"Helsinki Kumpula","2023","5","29","08:00","14.4","40","5.3","0","1016.7","15.3","13.7","6.6","274","10.7"
"Helsinki Kumpula","2023","5","29","09:00","14.5","38","6.4","0","1016.7","15.3","13.5","7.9","276","11.9"
"Helsinki Kumpula","2023","5","29","10:00","13.6","40","6.5","0","1016.7","14.2","13.2","8","284","11.5"
"Helsinki Kumpula","2023","5","29","11:00","14.7","36","5.3","0","1016.7","16.1","13.4","7","292","11.4"
"Helsinki Kumpula","2023","5","29","12:00","15.8","30","5.5","0","1016.6","16.4","15.1","6.3","283","10.3"
"Helsinki Kumpula","2023","5","29","13:00","16.3","29","5","0","1016.5","17.1","15.4","6.2","282","9.3"
"Helsinki Kumpula","2023","5","29","14:00","16.1","30","4.6","0","1016.3","16.7","15.4","6.1","295","10"
"Helsinki Kumpula","2023","5","29","15:00","15.7","32","4.4","0","1016.2","16.7","15","6.3","261","9.8"
"Helsinki Kumpula","2023","5","29","16:00","15.6","34","4.5","0","1016.2","16.2","14.9","5.8","257","9.2"
"Helsinki Kumpula","2023","5","29","17:00","13.8","45","5","0","1016.2","14.8","13.4","5.9","237","8.4"
"Helsinki Kumpula","2023","5","29","18:00","13.1","39","5.9","0","1016.2","13.5","12.5","7.8","272","10.1"
"Helsinki Kumpula","2023","5","29","19:00","11.8","44","5.6","0","1016.3","12.5","11.3","6.2","272","9.8"
"Helsinki Kumpula","2023","5","29","20:00","10.8","43","5","0","1016.6","11.2","10.4","5.9","279","9.1"
"Helsinki Kumpula","2023","5","29","21:00","10.1","39","5.5","0","1016.8","10.3","9.8","6.5","278","9.7"
"Helsinki Kumpula","2023","5","29","22:00","9.5","42","5.1","0","1017","9.8","9.2","6","279","8.7"
"Helsinki Kumpula","2023","5","29","23:00","9.1","47","4","0","1017.1","9.3","8.8","5","277","7.1"
"Helsinki Kumpula","2023","5","30","00:00","8.7","51","3.2","0","1017.1","9","8.3","4.3","269","5.6"
"Helsinki Kumpula","2023","5","30","01:00","8.4","56","2.7","0","1017.1","8.6","8.3","3.4","262","4.6"
"Helsinki Kumpula","2023","5","30","02:00","8.6","60","3.2","0","1017.3","8.8","8.4","3.9","266","5.7"
"Helsinki Kumpula","2023","5","30","03:00","8.6","64","2.1","0","1017.4","8.7","8.4","3","275","3.7"
"Helsinki Kumpula","2023","5","30","04:00","9.1","67","2.1","0","1017.4","9.6","8.4","2.9","218","4.3"
"Helsinki Kumpula","2023","5","30","05:00","9.9","68","1.8","0","1017.7","10.2","9.6","2.3","287","3.8"
"Helsinki Kumpula","2023","5","30","06:00","9.3","73","2.9","0.8","1018.4","10.2","8.4","4.4","325","7.8"
"Helsinki Kumpula","2023","5","30","07:00","10.2","72","2","0","1018.2","11.5","8.7","2.6","70","3.9"
"Helsinki Kumpula","2023","5","30","08:00","12.1","59","1.7","0","1018.6","13.4","11.2","2.8","327","5.9"
"Helsinki Kumpula","2023","5","30","09:00","12.8","56","2.7","0","1019.1","13.4","12.4","3.8","328","6.4"
"Helsinki Kumpula","2023","5","30","10:00","13.6","52","1.9","0","1019.3","14.9","12.6","3","331","6"
"Helsinki Kumpula","2023","5","30","11:00","13.9","54","2.5","0","1019.5","14.9","13.3","4.2","307","8.4"
"Helsinki Kumpula","2023","5","30","12:00","14.4","57","3.7","0","1019.6","15.6","13.5","5.2","159","7.4"
"Helsinki Kumpula","2023","5","30","13:00","14","59","3.9","0","1019.7","15.7","13.2","5.8","193","7.5"
"Helsinki Kumpula","2023","5","30","14:00","14.3","58","5","0","1019.8","15.7","12.8","5.7","214","7.8"
"Helsinki Kumpula","2023","5","30","15:00","14.3","55","5.5","0","1019.8","16","13.1","6.9","218","9.9"
"Helsinki Kumpula","2023","5","30","16:00","14.2","54","5","0","1019.9","15.5","13.1","6.7","219","9.1"
"Helsinki Kumpula","2023","5","30","17:00","14.7","53","3.4","0","1019.7","15.4","14.1","5.1","212","7.7"
"Helsinki Kumpula","2023","5","30","18:00","14.4","53","1.9","0","1019.3","14.9","13.8","2.9","240","4.3"
"Helsinki Kumpula","2023","5","30","19:00","13.7","48","3.8","0","1019.2","14.4","12.9","4.7","299","7.3"
"Helsinki Kumpula","2023","5","30","20:00","12.5","50","4.3","0","1019.3","12.9","11.6","4.9","291","7.9"
"Helsinki Kumpula","2023","5","30","21:00","10.7","56","3.9","0","1019.4","11.5","9.6","4.2","299","6.8"
"Helsinki Kumpula","2023","5","30","22:00","9.4","60","3.7","0","1019.1","9.6","8.9","4.2","291","6.4"
"Helsinki Kumpula","2023","5","30","23:00","8.5","63","3.7","0","1018.8","8.9","8","4.3","285","6.7"
"Helsinki Kumpula","2023","5","31","00:00","8.5","62","4.4","0","1018.2","8.9","8.2","4.7","277","6.8"
"Helsinki Kumpula","2023","5","31","01:00","8","67","4.6","0","1017.7","8.2","7.8","5.3","273","7.1"
"Helsinki Kumpula","2023","5","31","02:00","7.9","68","4.8","0","1017","8.2","7.5","5.7","255","8.1"
"Helsinki Kumpula","2023","5","31","03:00","8.7","68","5.5","0","1016","9.8","8","6.2","230","8.7"
"Helsinki Kumpula","2023","5","31","04:00","10","71","6.1","0","1014.9","10.4","9.7","7.2","226","10.3"
"Helsinki Kumpula","2023","5","31","05:00","10.5","77","6","0","1014","11","10","6.5","224","9.1"
"Helsinki Kumpula","2023","5","31","06:00","11.8","75","6.2","0","1013.2","12.9","11","7.1","229","10.7"
"Helsinki Kumpula","2023","5","31","07:00","13.6","68","6.2","0","1012","14.4","13","7","229","11.5"
"Helsinki Kumpula","2023","5","31","08:00","14.8","66","6.3","0","1011","15.4","14.1","7.1","226","10.6"
"Helsinki Kumpula","2023","5","31","09:00","13.6","72","5.6","0","1010.7","14.2","13.2","6.8","227","9.7"
"Helsinki Kumpula","2023","5","31","10:00","14.1","72","5.9","0","1010.4","15.3","13.3","6.8","224","9.4"
"Helsinki Kumpula","2023","5","31","11:00","15.9","64","4.9","0","1010.2","17.2","14.8","6","238","9.8"
"Helsinki Kumpula","2023","5","31","12:00","17.5","46","5.6","0","1009.9","19.3","16.3","6.2","286","10.3"
"Helsinki Kumpula","2023","5","31","13:00","18.1","41","6","0","1009.6","19.4","17.3","6.8","286","10.9"
"Helsinki Kumpula","2023","5","31","14:00","18.1","39","5.3","0","1009.5","18.8","17.5","6.5","294","10.6"
"Helsinki Kumpula","2023","5","31","15:00","17.5","38","6","0","1009.5","18.3","16.9","7.9","307","12.3"
"Helsinki Kumpula","2023","5","31","16:00","17.3","38","6.1","0","1009.5","17.6","16.7","7.7","286","12.2"
"Helsinki Kumpula","2023","5","31","17:00","16.3","40","6.1","0","1009.4","17.4","15.5","7.1","283","11.3"
"Helsinki Kumpula","2023","5","31","18:00","15.1","41","6.1","0","1009.4","15.7","14.5","7.4","290","10.9"
"Helsinki Kumpula","2023","5","31","19:00","13.9","42","5.8","0","1009.4","14.5","13.1","7","291","11.4"
"Helsinki Kumpula","2023","5","31","20:00","12.8","45","5.8","0","1009.4","13.3","12.4","7","298","11.2"
"Helsinki Kumpula","2023","5","31","21:00","11.9","47","5.4","0","1009.5","12.4","11.5","6.6","301","12.5"
"Helsinki Kumpula","2023","5","31","22:00","10.9","50","4.8","0","1009.3","11.5","10.3","5.8","305","9.9"
"Helsinki Kumpula","2023","5","31","23:00","10","54","4.5","0","1009.2","10.6","9.4","5.2","298","8.3"
"Helsinki Kumpula","2023","6","1","00:00","9","59","5.2","0","1009.1","9.4","8.5","5.7","294","10.1"
"Helsinki Kumpula","2023","6","1","01:00","8.1","62","4.6","0","1009.2","8.5","7.4","5.3","294","8.6"
"Helsinki Kumpula","2023","6","1","02:00","7.4","66","4.4","0","1009","7.7","7.1","4.9","290","7.8"
"Helsinki Kumpula","2023","6","1","03:00","7.5","64","5","0","1009.2","7.8","7.2","5.6","288","9.2"
"Helsinki Kumpula","2023","6","1","04:00","8.1","59","4.9","0","1009.1","8.4","7.8","5.6","288","9.2"
"Helsinki Kumpula","2023","6","1","05:00","8.8","56","6.1","0","1009.1","9.4","8.5","7.8","294","11.5"
"Helsinki Kumpula","2023","6","1","06:00","8.8","56","5.4","0","1009.1","9.2","8.6","6.6","301","10.2"
"Helsinki Kumpula","2023","6","1","07:00","9.8","52","6.6","0","1009.3","10.9","9","7.3","290","11.2"
"Helsinki Kumpula","2023","6","1","08:00","11.4","44","6.8","0","1009.1","12.3","10.8","9.8","298","14.6"
"Helsinki Kumpula","2023","6","1","09:00","11.6","40","7.1","0","1009.4","12.7","10.7","9.9","301","13.6"
"Helsinki Kumpula","2023","6","1","10:00","11.7","37","6","0","1009.5","13.1","10.7","7.3","317","11.8"
"Helsinki Kumpula","2023","6","1","11:00","10.7","40","5.8","0","1009.8","12","9.7","6.9","306","12.6"
"Helsinki Kumpula","2023","6","1","12:00","11.2","37","6.6","0","1009.9","12.2","10.2","7.6","301","12.4"
"Helsinki Kumpula","2023","6","1","13:00","11.8","34","7.7","0","1010.1","12.9","10.8","8.5","292","13.3"
"Helsinki Kumpula","2023","6","1","14:00","11.4","34","6.8","0","1010.7","13","10.3","8.6","311","13.7"
"Helsinki Kumpula","2023","6","1","15:00","9.5","42","6.1","0","1011.9","10.9","8.7","9.1","330","15.3"
"Helsinki Kumpula","2023","6","1","16:00","9.1","43","5.9","0","1012.6","11","7.7","7.5","331","13.3"
